berufsfeld,kategorie,skill,anzahl,anzahl_jobs_im_profil,anteil_pct
Digital Channel & Relationship Manager,Berufserfahrung,Bringe mindestens zwei Jahre Erfahrung in der Lohnbuchhaltung mit und kenne dich mit personaladministrativen Aufgaben aus,1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,Experience with large & international customers,1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,Experience in change- and project management,1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,Working experience in a SaaS company,1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,Experience in conducting in-person or online workshops,1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,"5+ years of experience in business development, consulting, or client-facing roles within the financial industry",1,104,1.0
Digital Channel & Relationship Manager,Berufserfahrung,"If you’re passionate about sales, have a data driven mindset and have a proven track record in media don’t hesitate to reach out to us",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Opportunity to actively shape customer relationships and regional market presence,3,104,2.9
Digital Channel & Relationship Manager,Domänenwissen,"By uploading your application documents via our application portal, we can treat your data confidentially and in compliance with the GDPR",3,104,2.9
Digital Channel & Relationship Manager,Domänenwissen,Ausgeprägte Kenntnisse in Bildbearbeitung und Videoproduktion mit,2,104,1.9
Digital Channel & Relationship Manager,Domänenwissen,"Be a transformation leader – Work at the cutting edge of AI, automation, and digital innovation",2,104,1.9
Digital Channel & Relationship Manager,Domänenwissen,"We believe in meaningful careers, continuous learning, and equal opportunities for everyone to drive our innovation and success. We welcome applicants from all backgrounds and are dedicated to fostering an inclusive and respectful workplace. If you have concerns, our compliance channel is available at our website. All reports are handled with strict confidentiality and in accordance with our Code of Conduct",2,104,1.9
Digital Channel & Relationship Manager,Domänenwissen,Home office setup budget,2,104,1.9
Digital Channel & Relationship Manager,Domänenwissen,"Einhaltung regulatorischer Vorgaben (KYC, AML, FinSA)",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Ausgezeichnete Kenntnisse in Finanzprodukten und -dienstleistungen,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"At PwC, our people in risk and compliance focus on maintaining regulatory compliance and managing risks for clients, providing advice, and solutions. They help organisations navigate complex regulatory landscapes and enhance their internal controls to mitigate risks effectively",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"In actuarial services at PwC, you will be responsible for analysing and managing financial risks for clients through statistical modelling and data analysis. Your work will generate valuable insights and recommendations to help businesses make informed decisions and mitigate potential risks",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Du berätst führende Lebens-(Rück-) Versicherungsgesellschaften in der Schweiz im Rahmen strategischer Transformationsprojekte, z. B. Systemmigrationen, Prozessoptimierungen oder Modernisierungen von aktuariellen Funktionen",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Accepting Feedback, Accepting Feedback, Active Listening, Actuarial Science, Analytical Thinking, Coaching and Feedback, Communication, Complex Data Analysis, Creativity, Embracing Change, Emotional Regulation, Empathy, Financial Data Mining, Financial Modeling, Financial Risk Analysis, Financial Risk Management, Inclusion, Intellectual Curiosity, Learning Agility, Optimism, Presenting Financial Reports, Professional Courage, Relationship Building, Risk Analysis, Risk Model Implementation {+ 8 more}",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Accepting Feedback, Accepting Feedback, Active Listening, Analytical Thinking, Coaching and Feedback, Communication, Complying With Regulations, Corporate Tax Planning, Creativity, Embracing Change, Emotional Regulation, Empathy, Financial Reporting, Financial Statement Analysis, Inclusion, Intellectual Curiosity, Learning Agility, Optimism, Preparing Tax Documents, Professional Courage, Relationship Building, Self-Awareness, Service Excellence, Strategic Questioning, Tax Accounting {+ 12 more}",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Als Consultant berätst du namhafte Kunden in IT Themen, Cyber Security ist dabei einer deiner Schwerpunkte. Deine Hauptaufgaben sind",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Beratung und Unterstützung der Kunden in den Bereichen Informationssicherheit, Cyber Security und IT Security von der Strategie, dem Konzept bis zur Umsetzung",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Mitarbeit bei Beschaffungsprojekten für Security Lösungen und Services,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Durchführung von Security- und Risiko Analysen, Assessment und Audits",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"EveryWare ist der führende Cloud- und IT-Service-Provider in der Schweiz mit einzigartiger Kompetenz in Hybrid, Private und Public Clouds. Für die Workplaces und Plattformen unserer Businesskunden kombinieren wir globale Public Cloud Services mit eigenen Datacenter-, Netzwerk- und Cloud-Plattformen. EveryWare verfügt über spezialisiertes Engineering-Know-how und eine langjährige Expertise in Konzeption, Aufbau und Betrieb geschäftskritischer Plattformen. Über 100 Mitarbeitende, davon 90% Engineers, realisieren für ihre Kunden die bestmöglichen Lösungen. Komplett technologieunabhängig. Über 200 erfolgreiche Transition-Projekte für Unternehmen, darunter auch Banken und Versicherungen, belegen unsere Kompetenz",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Mitarbeit bei Beschaffungsprojekten für Cloud- und Infrastruktur-Lösungen,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Projektmanagement-Kompetenz mit – klassisch oder agil – und hast idealerweise interdisziplinär gearbeitet,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Global Compliance Services,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"At PwC, our people in tax services focus on providing advice and guidance to clients on tax planning, compliance, and strategy. These individuals help businesses navigate complex tax regulations and optimise their tax positions",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"In tax payroll services at PwC, you will provide advice and guidance to clients on tax-related payroll matters. You will facilitate compliance with tax regulations in payroll processing, assist businesses in calculating and withholding taxes from employee wages, and help resolve payroll tax issues",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"LumApps is now more than just an Employee Experience Platform — it is an AI-powered Employee Hub that supports companies in their digital transformation of communication, collaboration, and engagement with their customers, partners, and above all their employees",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Partner with customers to understand their strategic goals, priorities, and desired business outcomes Interact and engage with customers on all levels (incl. VPs and Directors), including different personas (Comms, HR, IT, Operations, Frontline)",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,Consult your customers on change- and project management,1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Collaborate cross-functionally with Sales, Product, Engineering, Marketing, and Operations Drive product usage, adoption and deliver value, meeting or exceeding customers' objectives",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Minimum of 4-5 years of relevant work experience, thereof 2 or more years of B2B experience working in Customer Success, Consulting, Project Management or Account Management in a Software as a Service context (SaaS)",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Strong expertise in banking operations (Payment/Securities), financial instruments, risk, and regulatory frameworks - especially with banks, asset managers, and corporate clients in the region",1,104,1.0
Digital Channel & Relationship Manager,Domänenwissen,"Excellent communication, presentation, and interpersonal skills, with strong analytical and project management capabilities",1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,Demonstrated success in strategic account management and stakeholder engagement,3,104,2.9
Digital Channel & Relationship Manager,Soft Skills,"Excellent communication, negotiation, and relationship-building abilities",3,104,2.9
Digital Channel & Relationship Manager,Soft Skills,"Mental health support (EAP, coaching)",3,104,2.9
Digital Channel & Relationship Manager,Soft Skills,Coaching- und Mentoring-Programme,3,104,2.9
Digital Channel & Relationship Manager,Soft Skills,Vielfältiges Aufgabengebiet mit viel Gestaltungsspielraum und hoher Eigenverantwortung,2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,Familiäres Umfeld und nahe Zusammenarbeit zu internen Stakeholdern mit Netzwerkmöglichkeiten,2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Analytische Stärke, strukturiertes Denken und hohe Kommunikationsfähigkeit",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Für weitere Informationen steht Dir Claudia Conrads, Geschäftsführung",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"IT-Beratung in einem modernen Umfeld. Familiär statt Ellenbogen, Teamspirit statt Konkurrenz, authentisch statt austauschbar",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Wir sind IT-Berater aus Leidenschaft, mit Passion und Herzblut. So schaffen wir es stets, unseren Kunden mit modernsten Technologien einen sicheren Weg in die Zukunft zu weisen. Dies gelingt nur mit glücklichen und motivierten Mitarbeitenden. Du erhältst den Freiraum und die Unterstützung, um dich privat wie auch beruflich weiterzuentwickeln. Dazu gehören spannende Aufgaben ebenso wie Mitspracherecht und Kommunikation auf Augenhöhe",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Wir arbeiten mit innovativen neuen Technologien, Produkten und Prozessmodellen und unterstützen so unsere Kunden in verschiedensten Branchen, sich einen Wettbewerbsvorteil zu verschaffen. Hierfür erwerben wir uns bei atrete kontinuierlich neue Kompetenzen, bewerten neue Technologien und setzen diese in Kundenprojekten und für uns selbst ein",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Kommunikationsstark, kreativ und arbeitest strukturiert sowie kunden- und zielorientiert",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Excellent communication, influencing, and negotiation skills tailored to complex hospital environments",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Strong analytical, planning, and organisational capabilities",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,High level of customer orientation and interpersonal skills,2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Excellent reporting, presentation, verbal and written skills in German and English",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,Self-Starter: Du arbeitest gerne selbstständig und bist kundenorientiert,2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,Analyse-Profi: Du hast ein gutes Zahlenverständnis und analytisches Denkvermögen,2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Eine gesündere Zukunft treibt uns zur Innovation an. Mehr als 100.000 Mitarbeiter weltweit arbeiten gemeinsam daran, wissenschaftliche Fortschritte zu erzielen und sicherzustellen, dass jeder Zugang zur Gesundheitsversorgung hat – heute und für zukünftige Generationen. Durch unser Engagement werden über 26 Millionen Menschen mit unseren Medikamenten behandelt und mehr als 30 Milliarden Tests mit unseren Diagnostik-Produkten durchgeführt. Wir ermutigen uns gegenseitig, neue Möglichkeiten zu erkunden, Kreativität zu fördern und hohe Ziele zu setzen, um lebensverändernde Gesundheitslösungen zu liefern",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Effective collaboration and strong networking skills, ability to build professional relationships with internal and external stakeholders",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Hohe Sozial-, Kommunikations- und Beratungskompetenzen",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Enjoy flexibility, opportunities to grow, and exposure to innovative technologies and ideas",2,104,1.9
Digital Channel & Relationship Manager,Soft Skills,"Korrekte Ausführung und Nachverfolgung von Transaktionen (Wertschriften, Zahlungen)",1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,Professionelle Kommunikation mit Kunden,1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,Gute Kommunikationsfähigkeiten und ausgeprägte Serviceorientierung,1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,"Ausgeprägte Vertriebsstärke, Qualitäts- und Kundenorientierung",1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,"Globalance befindet sich in einer spannenden Expansionsphase. Wir haben bewiesen, dass unser Modell funktioniert – durch eine klare Differenzierung im Markt, indem wir die Welt des Investierens durch Globalance World inspirierend erlebbar machen, und durch eine hohe Kundenbindung. Jetzt gehen wir den nächsten Schritt: von der innovativen Privatbank zur skalierbaren Investment- und Impact-Plattform",1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,Du erschliesst eigenständig neue Netzwerke und fokussierst auf die Neukundengewinnung,1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,"Ausgeprägte Verkaufs- und Verhandlungsfähigkeiten, um schnell neue Kunden zu gewinnen und bestehende Kundenbeziehungen auszubauen",1,104,1.0
Digital Channel & Relationship Manager,Soft Skills,Eine hohe Eigeninitiative und -verantwortung und arbeitest umsetzungs- und lösungsorientiert,1,104,1.0
Digital Channel & Relationship Manager,Sonstige,Job Description,5,104,4.8
Digital Channel & Relationship Manager,Sonstige,Familie und Beruf,4,104,3.8
Digital Channel & Relationship Manager,Sonstige,Für diese Vakanz berücksichtigen wir ausschliesslich Direktbewerbungen,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,"Diversität ist uns wichtig, daher freuen wir uns über Bewerbungen unabhängig vom persönlichen Hintergrund",3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Line of Service,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Industry/Sector,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Management Level,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Job Description & Summary,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Required Skills,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Optional Skills,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,"Desired Languages (If blank, desired languages not specified)",3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Travel Requirements,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Available for Work Visa Sponsorship?,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Government Clearance Required?,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Job Posting End Date,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,So schaffst du Mehrwert,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Wer braucht deine Verstärkung?,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Relationship Manager,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Valid driver’s license and willingness to travel extensively within Switzerland as this is a field-based role,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,"Flexible working time models: home office and flexible working hours, depending on department and position – many things are possible with us. Since this is a field-base position, office-time either at the offices or at home is possible in agreement with line manager and job expectations",3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Learning & development: diverse training and development opportunities for your personal and professional growth. Because: you never stop learning,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Attractive and competitive salary package with Performance-based bonus,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Assigned sales territory with minimal overnight travel,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Collaborative environment with strong team support despite field‑based work,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,"Regular team meetings, sales events and kick‑off sessions",3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Appreciative culture with recognition programs,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,We are looking forward to receiving your application online,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,On our career site you will find further information about Boehringer Ingelheim as an employer as well as information about the application process and our different departments,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Would you like to know what makes our employees special? What they tell about their motivation and their everyday work? Watch this video and hear for yourself what our colleagues have to share,3,104,2.9
Digital Channel & Relationship Manager,Sonstige,Benefits bei der LGT,3,104,2.9
Digital Channel & Relationship Manager,Sprachen,"Fluent in English and the respective regional language, Italian is a plus",3,104,2.9
Digital Channel & Relationship Manager,Sprachen,Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift,3,104,2.9
Digital Channel & Relationship Manager,Sprachen,Fliessende Deutsch- und sehr gute Englischkenntnisse,2,104,1.9
Digital Channel & Relationship Manager,Sprachen,Sehr gute Deutsch- und gute Englischkenntnisse,2,104,1.9
Digital Channel & Relationship Manager,Sprachen,Fliessende Deutschkenntnisse sowie sehr gute Englischkenntnisse; Französisch oder Italienisch von Vorteil,2,104,1.9
Digital Channel & Relationship Manager,Sprachen,Du sprichst fliessend Deutsch und besitzt sehr gute Englischkenntnisse,2,104,1.9
Digital Channel & Relationship Manager,Sprachen,"Fliessende Deutsch- & Englischkenntnisse zwingend, Hebräisch von Vorteil",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Idealerweise sind Sie zwischen 35 und 70 Jahre alt. Des weiteren verfügen Sie über sehr gute Deutsch- und/oder Englischkenntnisse und zeichnen sich durch unternehmerisches Denken aus,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Stilsicheres Deutsch sowie sehr gute Englischkenntnisse,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Du kommunizierst verhandlungssicher in Deutsch und Englisch – weitere Sprachen sind ein Plus,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Deutsch verhandlungssicher, Englisch fliessend in Wort und Schrift, jede andere Sprache von Vorteil",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Verhandlungssichere Deutsch- und Englischkenntnisse,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Sehr gute Englisch- und Deutschkenntnisse,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Sehr gute Sprachkenntnisse in Deutsch und Englisch, sowohl mündlich als auch schriftlich",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Gute Deutsch- und Englischkenntnisse, Französisch von Vorteil",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fluent in German (mother tongue) and English (French is a plus),1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fluency in English required (written and spoken),1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fluent in English; German proficiency strongly preferred,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fliessende Deutschkenntnisse in Wort und Schrift,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,In Deutsch bist du absolut verhandlungssicher (Englisch und Französisch ist von Vorteil),1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Language Skills: Fluent in English (written and verbal) + at least one European language,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fluent in English & French or English & German,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Sprachen: Deutsch (fliessend C1/C2) und zusätzlich Englisch, Französisch oder Italienisch (fliessend C1/C2). Jede weitere Sprache ist willkommen",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Your Experience Understanding of data networking and/ or modern application design and cloud architectures Delivering cybersecurity solutions that solve technical challenges and influence new business initiatives Influencing and gaining buy-in from key stakeholders, either in a customer-facing or internal role; prior experience in a presales role is ideal Creating and delivering technical presentations, workshops, or technical validation engagements Experience in selling, designing, implementing, or managing one or more of the following solutions: Network Security, SASE, SaaS, CNAPP and/or SOC Transformation Technologies Partnering with Customer Support functions to ensure successful implementation and adoption of sold solutions Complex sales involving long sales processes with multiple buying centers and multi-product solutions are preferred Proficiency in German and English language skills",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fliessende Deutsch- und Englischkenntnisse in Wort und Schrift,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Strong communication and negotiation skills, fluent in German and a valid Category B driving license",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Native English speaker with exceptional writing and proofreading skills,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Proven communication skills, fluent English language skills, other languages a plus",1,104,1.0
Digital Channel & Relationship Manager,Sprachen,Fluent in English. Proficiency in other languages a bonus,1,104,1.0
Digital Channel & Relationship Manager,Sprachen,"Fluent in English and the respective regional language (German for Basel-Bern/Ost-CH, French for Romandie-Tessin, Italian is a plus)",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Unternehmerische Haltung, Verlässlichkeit und Freude daran, einen Marktbereich gemeinsam mit Consulting- und Delivery-Teams aktiv zu gestalten",2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,"Competent in the use of digital tools (Veeva CRM, Engage, Mentimeter, Klaxoon, etc.) to enhance engagement and efficiency",2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,"Why Syneos Health? Here, the work is challenging, and the pace is exhilarating. By joining one of our commercial teams, you’re empowered to succeed with the support, resources, and autonomy that you need. The diversification and breadth of our new and existing partnerships create a multitude of career paths and employment opportunities. Syneos Health has launched more sales teams in the last 5 years across all major therapeutic areas than the top 25 pharma companies combined. Join our game-changing, global company dedicated to creating better, smarter, faster ways to get biopharmaceutical therapies to patients. Experience the thrill of knowing that your everyday efforts are contributing to improving patients’ lives around the world",2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,We solve exciting tasks together in teams,2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,Tool-Kenner/-in: Du verfügst über ein fundiertes Knowhow im Umgang mit den MS-Office Programmen (SAP-Kenntnisse sind ein grosses Plus),2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,"Frontify’s brand platform transforms how teams organize digital assets, collaborate on projects, and create engaging campaigns. Our people empower thousands of marketers and designers — including teams at Uber, Microsoft, Volkswagen, and Telefónica — to build engaging brands",2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,"Join a vibrant, social team—whether you love animals, yoga, or travel, we’ve got the Slack channels for you",2,104,1.9
Digital Channel & Relationship Manager,Tools & Technologien,"Sie arbeiten eng mit den Spezialisten Teams innerhalb unserer Gruppe zusammen, um massgeschneiderte Lösungen anbieten zu können",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Aktuarielles Fachwissen in multidisziplinäre Teams ein und arbeitest an der Schnittstelle zwischen aktuariellen, IT- und Business-Funktionen",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Zertifizierungen in Cloud-Technologien (z. B. Azure, AWS) oder Erfahrung mit Prozessautomatisierung bzw. -orchestrierung (z. B. Camunda) sind von Vorteil",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Technische Kompetenz: Kenntnisse in Azure-Cloud, Windows Server, MS-SQL-Server, Softwarearchitekturen und Datenmodellen sowie aktive Entwicklungserfahrung",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Projektmanagement-Kompetenz mit – klassisch oder agil – und hast idealerweise schon interdisziplinär gearbeitet, z. B. mit Development-, Infrastruktur- oder Security-Teams",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Gestalte die Zukunft moderner IT-Services – mit Linux, Kubernetes und viel technischem Freiraum",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Du willst mehr als nur Systeme am Laufen halten? In deiner neuen Position als Linux & Kubernetes Systems Engineer gestaltest du aktiv die Weiterentwicklung unserer Managed-IT-Services mit – von klassischen Linux-Infrastrukturen bis zu containerisierten Cloud-Native-Plattformen auf Basis von Kubernetes. Dabei erhältst du viel Gestaltungsfreiheit, kannst neue Technologien einbringen und deine Expertise laufend ausbauen. Deine Aufgaben im Überblick",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Du entwickelst, betreibst und optimierst containerbasierte Plattformen mit Kubernetes und verantwortest deren Lifecycle von der Architektur bis zum Betrieb",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Du planst und betreust automatisierte CI/CD-Deployments für unsere Services und treibst deren Automatisierung aktiv voran,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Du denkst in Architekturen statt nur in Servern, willst moderne Plattformen mitgestalten und deine Kubernetes-Skills auf das nächste Level bringen? Dann findest du dich in diesem Profil wieder und bist bereit für deine neue Herausforderung. Was du mitbringen solltest",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Mehrjährige Berufserfahrung als System Engineer im Linux-Umfeld (Debian, Ubuntu, CentOS), idealerweise bei einem IT Dienstleister",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Solide Kenntnisse in Container-Technologien (Docker, Kubernetes) und Motivation, dein Kubernetes-Know-how gezielt auszubauen",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Entwicklung von Infrastructure as Code (IaC) Automation Pipelines im Einklang mit DevOps-Prinzipien,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Public Cloud (z.B. Azure, AWS, GCP)",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"In der Lage, komplexe technische Zusammenhänge verständlich aufzubereiten und sowohl mit technischen Teams als auch mit Entscheidungsträgern auf Augenhöhe zu kommunizieren",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Idealerweise Erfahrung mit Infrastructure as Code (z.B. Terraform),1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Verfüge über gute Kenntnisse in SAP oder im Abacus-Lohnmodul und habe gute Excel-Kenntnisse,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Improve the productivity of their teams with our AI-powered Collaborative Experience Platform integrated with both Google and Microsoft collaborative suites,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Educate and guide local teams to ensure the focus is on the priority verticals and advertiser types,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Work together and support local teams with high priority client pitches Work together with cross-functional teams to manage resource-use on client level,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Familiarity with Salesforce or similar CRMs a plus,1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,"Tech curiosity with knowledge of Sheets, PowerPoint, and Keynote; experience of Salesforce is a plus",1,104,1.0
Digital Channel & Relationship Manager,Tools & Technologien,Work in a dynamic team in a fast-paced industry of an international company with multi-cultural teams around the world,1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"Certifications (if blank, certifications not specified)",3,104,2.9
Digital Channel & Relationship Manager,Zertifizierungen,"Werde Teil der atrete! Ein zukunftsorientiertes Schweizer IT-Beratungsunternehmen, das seit mehr als 25 Jahren unabhängig und neutral am Markt agiert. In unseren 7 agilen Practice Areas: CIO advisory - IT sourcing advisory - cyber security - digital workplace & collaboration - cloud, datacenter & connectivity - data, automation & AI - migration & operations beraten wir namhafte nationale und multinationale Kunden",2,104,1.9
Digital Channel & Relationship Manager,Zertifizierungen,Agile Working Methods,2,104,1.9
Digital Channel & Relationship Manager,Zertifizierungen,Wir suchen agile Geschäftspartner:innen mit,1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,Sicherheit im Umgang mit agilen und klassischen Methoden sowie mit Tools wie Jira und Confluence,1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"Einschlägige Zertifikate (z.B. CISSP, CISM oder ISO 27001 Lead Auditor) in diesem Bereich vorweisen oder hast vor, diese kurzfristig zu erlangen",1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"LumApps is now more than just an Employee Experience Platform — it is an AI-powered Employee Hub that supports companies in their digital transformation of communication, collaboration, and engagement with their customers, partners, and above all their employees. In 2025, LumApps strengthened its leadership position by partnering with Beekeeper, a pioneer in frontline employee experience solutions. This strategic collaboration expands our reach and impact across all types of workers — from HQ to the frontline. We are in the process of transforming to bring the two companies and products together. In this agile phase, the former Beekeeper team is looking for an Onboarding Customer Success Manager (EMEA)",1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,Sunrise has partnered with «Advance – Gender Equality in Business». We’ve also been awarded the Swiss LGBTI label and «Fair-ON-Pay Advanced» certification as recognition for offering all our employees equal pay for work of equal value,1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"PMP, Agile, or relevant certification; fluency in campaign lifecycle management tools",1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"Wincasa, der führende Schweizer Immobilien-Dienstleister, gestaltet die Zukunft der Immobilienbranche entscheidend mit. Digitale Dienstleistungen, agile Prozesse und eine smarte Arbeitsweise zeichnen uns aus. Werde Teil unserer Transformationsreise und präge die Zukunft von Wincasa aktiv mit. #Wincasa",1,104,1.0
Digital Channel & Relationship Manager,Zertifizierungen,"ABB’s Process Automation business area enables customers to operate some of the world’s largest and most complex industrial infrastructures, helping them outrun – leaner and cleaner",1,104,1.0
