Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Financial,FINTECH,,Unknown,,2025.0,91.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
WTR,AI/ML,,B2C,,2025.0,,,Early Stage,,Switzerland,,,,,
Von,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ETHSpinoff,AI/ML,,Unknown,,2025.0,3.5M EUR,Seed/Series A,Series A,,Switzerland,,,,,
Spitäler,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Qala,SOFTWARE,,B2B,,2025.0,2.0M USD,Seed/Series A,Seed,,Switzerland,,,,,
Finalists,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
MoleSense,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Major,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Bewy,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Verkaufsstart,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Partner,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Vista,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Capital,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
FalconX,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Zurichbased,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
BOXS,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
QUMEA,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Relai,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
FintechStartup,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Symactiv,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Mehr,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
FIT,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
NextIn,Unknown,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Zürcher,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Giovanna,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Series,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Erfolgreiches,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Promising,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Lausannebased,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Sihuan,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
GetYourGuide,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Fueling,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Breakthrough,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Chipmind,AI/ML,,Unknown,,2025.0,2.4M USD,Seed/Series A,Seed,,Switzerland,,,,,
Erfolgreicher,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
TALPA,AI/ML,,Unknown,,2025.0,100.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Anevo,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Entrepreneur,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Subsquid,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
From,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
TechStartup,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
General,AI/ML,,Unknown,,2025.0,134.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
New,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Cryptonow,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Pretty,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
EssilorLuxottica,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
GradeSens,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Industry,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
NDream,AI/ML,,B2B,,2025.0,16.35M EUR,Seed/Series A,Series B,,Switzerland,,,,,
Market,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Successful,Unknown,,Unknown,,2025.0,2.5M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Financial,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
AviationTech,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
SwissGPT,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Following,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Clinical,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Ecorobotix,FINTECH,,Unknown,,2025.0,150.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Zusätzliches,Unknown,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Starting,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Startups,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Solarify,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Energy,AI/ML,,Unknown,,2025.0,300.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
DigitalHealthStartup,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Novel,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
DemoSquare,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
BigOmics,HEALTHCARE,,B2B,,2025.0,1.6M USD,Seed/Series A,Seed,,Switzerland,,,,,
Revizto,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
NeuroX,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Remarkable,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Badger,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
New,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
OTTER,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Set,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ESTIA,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Inaugural,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Unterstützung,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Zoundream,HEALTHCARE,,Unknown,,2025.0,4.0M EUR,Seed/Series A,Series A,,Switzerland,,,,,
Yumame,AGTECH,,B2C,,2025.0,,,Early Stage,,Switzerland,,,,,
CHF,MOBILITY,,B2B,,2025.0,4.3M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Deeptech,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
New,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Life,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Data,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Teylor,FINTECH,,B2B,,2025.0,150.0M EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Axon,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Spineart,HEALTHCARE,,Unknown,,2025.0,25.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
SideLights,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ARCHIMED,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
FenX,AI/ML,,Unknown,,2025.0,8.2M CHF,Seed/Series A,Series A,,Switzerland,,,,,
PropTechStartup,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
GENILEM,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Additional,FINTECH,,Unknown,,2025.0,50.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Bioscibex,HEALTHCARE,,Unknown,,2025.0,150.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Over,AI/ML,,B2B,,2025.0,2.1M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Arqh,AI/ML,,Unknown,,2025.0,3.8M USD,Seed/Series A,Series A,,Switzerland,,,,,
KnorrBremse,AI/ML,,B2B,,2025.0,500.0M EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Belgium,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Bluelion,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Multiwave,MOBILITY,,Unknown,,2025.0,3.6M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Cybersecurity,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
UmzugsStartup,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Corintis,AI/ML,,Unknown,,2025.0,24.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Die,Unknown,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Thriving,INDUSTRIALS,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Sartiq,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Global,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ETH,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
GARAIO,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Millionen,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
MtPelerin,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Six,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Business,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Auterion,AI/ML,,B2B,,2025.0,130.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Lancement,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Junges,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Global,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Venture,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ANYbotics,AI/ML,,Unknown,,2025.0,20.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Twiliner,Unknown,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Spiel,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
The,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Fast,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Veezoo,AI/ML,,B2B,,2025.0,6.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Adaptyv,SOFTWARE,,B2B,,2025.0,8.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Unbound,MOBILITY,,Unknown,,2025.0,14.0M EUR,Seed/Series A,Series B,,Switzerland,,,,,
Israelisches,CONSUMER,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
DEKRA,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
France,AI/ML,,Unknown,,2025.0,1.0M EUR,Seed/Series A,Seed,,Switzerland,,,,,
Undae,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Teylor,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Spirecut,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Sword,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Seasoned,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Bearmind,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
ORYL,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Thanks,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Check,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Innovation,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Validation,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Erfahrenes,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Experienced,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
TRI,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Recognition,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Three,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Lemna,HEALTHCARE,,B2B,,2025.0,150.0K CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Fintech,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Two,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
PeriVision,HEALTHCARE,,B2B,,2025.0,2.4M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Bloom,SOFTWARE,,B2B,,2025.0,3.4M USD,Seed/Series A,Series A,,Switzerland,,,,,
Fintech,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Scale,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Newcomers,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Three,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Nunc,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
The,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
VAULTED,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Das,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Millionen,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
SwissBorg,AI/ML,,Unknown,,2025.0,41.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
New,HEALTHCARE,,B2C,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
AiQimia,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
CUTISS,HEALTHCARE,,B2B,,2025.0,31.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Londonbased,AEROSPACE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
The,HEALTHCARE,,Unknown,,2025.0,5.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
FOOD,AGTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Digitalisierung,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
NextGen,FINTECH,,B2B,,2025.0,300.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
AIT,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Funding,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
EarlySight,AI/ML,,Unknown,,2025.0,3.1M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Recoveris,FINTECH,,Unknown,,2025.0,1.0M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Prevision,SOFTWARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Geneva,FINTECH,,Unknown,,2025.0,3.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
CrowdSupport,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
How,EDUCATION,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
PocketBook,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Berlin,HEALTHCARE,,Unknown,,2025.0,5.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Switzerland,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Four,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Years,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Johnson,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
EuroEyes,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
CompPair,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Set,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Flybotix,AI/ML,,B2B,,2025.0,10.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Zwei,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Sechs,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Regulatory,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
The,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Verretexs,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Starkes,AGTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
New,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Swijin,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Climada,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Fresh,HEALTHCARE,,B2B,,2025.0,5.6M USD,Seed/Series A,Series A,,Switzerland,,,,,
Swiss,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Voliro,INDUSTRIALS,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
New,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Zwei,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Dinge,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Zelsius,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Zippsafe,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Nominees,MOBILITY,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Two,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Bewe,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Renommierte,SOFTWARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Certifaction,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Four,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
USD,AI/ML,,B2B,,2025.0,1.6M USD,Seed/Series A,Seed,,Switzerland,,,,,
LEND,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Londonbased,SOFTWARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
TalpaInspection,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Rhovica,AI/ML,,B2B,,2025.0,2.3M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Fashion,SOFTWARE,,B2B,,2025.0,9.1M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Healthtech,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Globaler,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Oovie,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Plantonly,Unknown,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Defense,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Baxiva,HEALTHCARE,,Unknown,,2025.0,3.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Work,AEROSPACE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
RIVRRoboter,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
DayOne,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
CHF,AI/ML,,Unknown,,2025.0,3.0M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Loft,AI/ML,,Unknown,,2025.0,24.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Connect,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Glass,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Major,AI/ML,,B2B,,2025.0,100.0M EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Reconnect,HEALTHCARE,,Unknown,,2025.0,22.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
CREABETON,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Finanzierungsrunde,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Thermoplan,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Singaporebased,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Ten,CLEANTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
FAIRTIQ,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Private,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
ETH,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Evulpo,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Symactiv,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Switzerlandbased,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Pilatus,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Growth,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Four,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Meeting,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Kuros,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Startup,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Sports,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
SwissVault,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Der,MOBILITY,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
InkVivo,HEALTHCARE,,B2B,,2025.0,1.1M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Swiss,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Une,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Mabylon,AI/ML,,Unknown,,2025.0,30.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Lausannebased,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Recartaai,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Two,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
HappyPot,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
New,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Energy,AI/ML,,Unknown,,2025.0,300.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Swiss,FINTECH,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
SwissIndian,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Freiburger,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Neue,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Cascination,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Auterion,AI/ML,,Unknown,,2025.0,50.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Ten,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Nächste,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Largoai,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Trust,AI/ML,,B2G,,2025.0,,,Early Stage,,Switzerland,,,,,
USD,CLEANTECH,,B2B,,2025.0,24.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Destinus,AI/ML,,Unknown,,2025.0,180.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Quarero,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Swiss,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Oculis,FINTECH,,Unknown,,2025.0,100.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
New,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
CARE,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Three,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Novu,Unknown,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Innosuisse,MOBILITY,,B2C,,2025.0,,,Early Stage,,Switzerland,,,,,
Press,HEALTHCARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
KIBuchhaltungstool,FINTECH,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Innosuisse,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
NeuroX,HEALTHCARE,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
AiQimia,AI/ML,,B2B,,2025.0,,,Early Stage,,Switzerland,,,,,
Partner,SOFTWARE,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
Modulos,AI/ML,,B2B,,2025.0,8.7M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Twenty,AI/ML,,Unknown,,2025.0,,,Early Stage,,Switzerland,,,,,
