Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
OOMNIUM,B2B,,B2B,,2026.0,,,VC Fund,KI nutzen und plant zudem,Switzerland,2026.0,Early Stage,,,Active,Startupticker
OOMNIUM,B2B,,B2B,,2026.0,8.6M,Seed/Series A,VC Fund,OOMNIUM,Switzerland,2026.0,Series A,,,Active,Startupticker
OOVIE,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
OOVIE,B2B,,B2B,,2026.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Seed,,,Active,Venturekick
ORamaVR,HEALTHCARE,,B2B,,2026.0,4.5M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
Occlutech,HEALTHCARE,,B2B,,2026.0,49.4M EUR,Seed/Series A,VC Fund,Europe,Switzerland,2026.0,Series C+,,,Active,Startupticker
Optiml,PROPTECH,,B2B,"AI, PropTech",2026.0,8.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series B,,,Active,Venturekick
Oversubscribed,B2B,,B2B,,2026.0,7.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
Oxara,INDUSTRIALS,,B2B,,2026.0,20.0M CHF,,VC Fund,,Switzerland,2026.0,Series B,,,Active,Startupticker
PANDA,HEALTHCARE,,B2B,"Biotech, Healthtech, AR/VR",2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
PAVE,B2B,,B2B,,2026.0,40.0M USD,Seed/Series A,VC Fund,"Visionaries Club, Lombard Odier Investment Managers",Switzerland,2026.0,Series C+,,,Active,Startupticker
PAVE,AEROSPACE,,B2B,AI,2026.0,40.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Growth,,,Active,Venturekick
PIN,AI/ML,,B2B,AI,2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
PME,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Partners,HEALTHCARE,,B2B,,2026.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Physical,B2B,,B2B,,2026.0,13.0M USD,Seed/Series A,VC Fund,Run Ventures,Switzerland,2026.0,Series B,,,Active,Startupticker
Pivotal,B2B,,B2B,,2026.0,1.7M USD,,VC Fund,,Switzerland,2026.0,Seed,,,Active,Startupticker
Plair,B2B,,B2B,,2026.0,1.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active,Startupticker
Plair,AI/ML,,B2B,AI,2026.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series A,,,Active,Venturekick
Polaroid,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Porters,FINTECH,,B2B,,2026.0,2.7M EUR,Seed/Series A,VC Fund,"Earlybird, Upvest",Switzerland,2026.0,Seed,,,Active,Startupticker
Pregnolia,B2B,,B2B,,2026.0,3.4M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
Pregnolia,B2B,,B2B,,2026.0,,Funding Round,Accelerator/Grant,,Switzerland,2026.0,Early Stage,,,Active,Venturekick
Preventive,HEALTHCARE,,B2B,,2026.0,6.0M USD,Seed/Series A,VC Fund,"RTP Global, Tiny",Switzerland,2026.0,Series A,,,Active,Startupticker
ProfitPlus,B2B,,B2B,,2026.0,,,VC Fund,Photovoltaik-Anlagen dazu genutzt werden,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Project,B2B,,B2B,,2026.0,60.0M USD,,VC Fund,Deep Tech Nation Switzerland,Switzerland,2026.0,Series C+,,,Active,Startupticker
Project,B2B,,B2B,,2026.0,100.0M CHF,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
PropTech,B2B,,B2B,,2026.0,8.0M EUR,Seed/Series A,VC Fund,KOMPAS VC,Switzerland,2026.0,Series A,,,Active,Startupticker
Proptech,B2B,,B2B,,2026.0,,,VC Fund,KI-Agenten,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Pupsic,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
RAROG,B2B,,B2B,AR/VR,2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Radiobotics,HEALTHCARE,,B2B,,2026.0,20.0M USD,,VC Fund,,Switzerland,2026.0,Series B,,,Active,Startupticker
Ranked,FINTECH,,B2B,AR/VR,2026.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Rapidata,B2B,,B2B,,2026.0,8.5M USD,Seed/Series A,VC Fund,"Canaan Partners, Acequia Capital",Switzerland,2026.0,Series A,,,Active,Startupticker
Rapidata,AI/ML,,B2B,"AI, Mobility, Analytics",2026.0,8.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series B,,,Active,Venturekick
Ready,B2B,,B2B,,2026.0,9.6M CHF,,VC Fund,UBS,Switzerland,2026.0,Series A,,,Active,Startupticker
Recognition,B2B,,B2B,,2026.0,,,VC Fund,Fribourg University of Applied Sciences,Switzerland,2026.0,Early Stage,,,Active,Startupticker
RheoCarti,B2B,,B2B,AR/VR,2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Rhonexum,B2B,,B2B,,2026.0,1.0M USD,Seed/Series A,VC Fund,QDNL Participations,Switzerland,2026.0,Seed,,,Active,Startupticker
Rhonexum,B2B,,B2B,,2026.0,1.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2026.0,Series A,,,Active,Venturekick
Rhonexum,MOBILITY,,B2B,"Mobility, AR/VR",2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Rising,B2B,,B2B,,2026.0,,,VC Fund,CTO,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Riverkin,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Rivia,B2B,,B2B,,2026.0,15.0M USD,Seed/Series A,VC Fund,"Earlybird, Defiant",Switzerland,2026.0,Series B,,,Active,Startupticker
Rivia,HEALTHCARE,,B2B,"AI, Healthtech",2026.0,15.0M USD,Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Venturekick
Rolle,HEALTHCARE,,B2B,,2026.0,,,VC Fund,Business Angels aufmerksam machen,Switzerland,2026.0,Early Stage,,,Active,Startupticker
SEALSQ,B2B,,B2B,,2026.0,,,VC Fund,TFLT PICs,Switzerland,2026.0,Early Stage,,,Active,Startupticker
SEFWomenAward,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
STIMIT,HEALTHCARE,,B2B,Healthtech,2026.0,,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Early Stage,,,Active,Venturekick
STS,B2B,,B2B,,2026.0,30.0M USD,Seed/Series A,VC Fund,"CMT Digital, Payward",Switzerland,2026.0,Series C+,,,Active,Startupticker
SWISSto12,AI/ML,,B2B,"AI, Manufacturing",2026.0,100.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Growth,,,Active,Venturekick
Sanius,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Santhera,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
SaveSpace,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
SayNode,B2B,,B2B,,2026.0,,,VC Fund,Bitcoin-Lohnauszahlungen,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Scait,AI/ML,,B2B,AI,2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Scandens,B2B,,B2B,,2026.0,,,VC Fund,Scandens,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Scantrust,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Scholé,B2B,,B2B,,2026.0,3.0M USD,Seed/Series A,VC Fund,"ACE Ventures, The House Fund",Switzerland,2026.0,Series A,,,Active,Startupticker
Schweizer,CONSUMER,,B2C,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Seed,B2B,,B2B,,2026.0,1.8M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active,Startupticker
Seed,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Seprify,CONSUMER,,B2C,,2026.0,12.25M CHF,,VC Fund,,Switzerland,2026.0,Series B,,,Active,Startupticker
Seprify,AI/ML,,B2B,"AI, Biotech",2026.0,12.25M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series C,,,Active,Venturekick
Seven,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Shapers,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Significant,HEALTHCARE,,B2B,,2026.0,65.0M USD,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Significantly,B2B,,B2B,,2026.0,864.0M CHF,,VC Fund,Switzerland,Switzerland,2026.0,Series C+,,,Active,Startupticker
Six,FINTECH,,B2B,,2026.0,,,VC Fund,OSRAM,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Soeder,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Solar,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
SolidWatts,CLEANTECH,,B2B,"AI, Cleantech, Manufacturing",2026.0,1.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series A,,,Active,Venturekick
SpacePNT,B2B,,B2B,,2026.0,,,VC Fund,LEO,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Spirecut,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startfeld,B2B,,B2B,,2026.0,,,VC Fund,Severin Eder,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startfeld,B2B,,B2B,,2026.0,,,VC Fund,Startfeld freuen,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startup,HEALTHCARE,,B2B,,2026.0,345.0M CHF,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Startup,B2B,,B2B,,2026.0,,,VC Fund,Startups mit Industriepartnern,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startup,HEALTHCARE,,B2B,,2026.0,,,VC Fund,Switzerland,Switzerland,2026.0,Early Stage,,,Active,Startupticker
StartupNation,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startups,HEALTHCARE,,B2B,,2026.0,,,VC Fund,Zalando,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startups,FINTECH,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Startups,B2B,,B2B,,2026.0,57.0M,,VC Fund,PROVUU Ende Oktober ausgeliefert werden,Switzerland,2026.0,Series C+,,,Active,Startupticker
Stiftungen,B2B,,B2B,,2026.0,2.0M,Seed/Series A,VC Fund,First Ventures ein,Switzerland,2026.0,Seed,,,Active,Startupticker
Strategische,B2B,,B2B,,2026.0,,,VC Fund,FlexEnable aktiv,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Strong,B2B,,B2B,,2026.0,112.0M CHF,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Subatron,B2B,,B2B,,2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
SunWays,CLEANTECH,,B2B,"AI, Cleantech, AR/VR",2026.0,,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Early Stage,,,Active,Venturekick
SurgExplore,EDUCATION,,B2B,"AI, SaaS, Mobility, EdTech",2026.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Pre-Seed,,,Active,Venturekick
Sustainable,B2B,,B2B,,2026.0,4.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
Swedish,B2B,,B2B,,2026.0,28.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series B,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,HEALTHCARE,,B2B,,2026.0,,,VC Fund,FDA Fast Track,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,HEALTHCARE,,B2B,,2026.0,,,VC Fund,MedTech,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,HEALTHCARE,,B2B,,2026.0,,,VC Fund,"Vladimir Cmiljanovic, Chinese authorities",Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,150.0M EUR,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swiss,B2B,,B2B,,2026.0,592.4M EUR,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
SwissBorg,B2B,,B2B,,2026.0,41.0M USD,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Swisspreneur,B2B,,B2B,,2026.0,,,VC Fund,Lars Mangelsdorf,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Swissto12,FINTECH,,B2B,,2026.0,73.0M EUR,Seed/Series A,VC Fund,Member States Switzerland,Switzerland,2026.0,Series C+,,,Active,Startupticker
Switzerland,EDUCATION,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Switzerland,B2B,,B2B,,2026.0,445.0M,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Switzerland,CONSUMER,,B2C,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
TOFWERK,B2B,,B2B,,2026.0,40.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Taskbase,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Taskbase,EDUCATION,,B2B,"AR/VR, EdTech",2026.0,,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Early Stage,,,Active,Venturekick
Taste,B2B,,B2B,,2026.0,,,VC Fund,Taste Match,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Tech4Regen,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Technis,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Technologie,B2B,,B2B,,2026.0,,,VC Fund,Kundinnen und Kunden abgeholt,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Techponics,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Ten,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Ten,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Ten,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Tenity,FINTECH,,B2B,,2026.0,,,VC Fund,Tenity,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Tenity,B2B,,B2B,,2026.0,120.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Terapet,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Terralayr,B2B,,B2B,,2026.0,60.0M EUR,,VC Fund,Greenfield-Batterieprojekten,Switzerland,2026.0,Series C+,,,Active,Startupticker
Terralayr,B2B,,B2B,,2026.0,112.0M EUR,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
The,FINTECH,,B2B,,2026.0,,,VC Fund,Zurich,Switzerland,2026.0,Early Stage,,,Active,Startupticker
The,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Three,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Threema,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Thriving,B2B,,B2B,,2026.0,1.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active,Startupticker
Two,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Two,CLEANTECH,,B2B,AR/VR,2026.0,,Funding Round,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Early Stage,,,Active,Venturekick
UNISERS,B2B,,B2B,,2026.0,2.5M CHF,,VC Fund,"Intel Capital, M Ventures",Switzerland,2026.0,Seed,,,Active,Startupticker
USD,HEALTHCARE,,B2B,,2026.0,50.0M USD,Seed/Series A,VC Fund,DC Global Ventures,Switzerland,2026.0,Series C+,,,Active,Startupticker
USD,HEALTHCARE,,B2B,,2026.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
USD,B2B,,B2B,,2026.0,2.15M USD,Seed/Series A,VC Fund,"Spicehaus Partners, Bloomhaus Ventures",Switzerland,2026.0,Seed,,,Active,Startupticker
Umanitek,B2B,,B2B,,2026.0,,,VC Fund,KBW Ventures in Umanitek,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Umlautbio,HEALTHCARE,,B2B,,2026.0,3.0M EUR,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Startupticker
Under,MOBILITY,,B2B,"Biotech, Mobility, Cloud",2026.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2026.0,Seed,,,Active,Venturekick
Une,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Une,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Venture,B2B,,B2B,,2026.0,103.0M CHF,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Venture,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Venture,B2B,,B2B,,2026.0,102.0M CHF,Seed/Series A,VC Fund,Swiss universities,Switzerland,2026.0,Series C+,,,Active,Startupticker
Verretex,B2B,,B2B,AR/VR,2026.0,1.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series A,,,Active,Venturekick
Verstärkung,B2B,,B2B,,2026.0,,,VC Fund,Wyden,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Voltiris,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Von,FINTECH,,B2B,,2026.0,,,VC Fund,Frauen im Unternehmertum,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Welt,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Winduction,B2B,,B2B,,2026.0,1.15M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active,Startupticker
Winduction,AI/ML,,B2B,"AI, AR/VR",2026.0,1.15M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2026.0,Series A,,,Active,Venturekick
Windward,B2B,,B2B,,2026.0,700.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Xsensio,HEALTHCARE,,B2B,"AI, Healthtech",2026.0,7.0M USD,Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active,Venturekick
Younger,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Ypsomed,HEALTHCARE,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
ZKB,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Zugbased,B2B,,B2B,,2026.0,8.5M USD,Seed/Series A,VC Fund,Watermelon Capital,Switzerland,2026.0,Series A,,,Active,Startupticker
Zurichbased,B2B,,B2B,,2026.0,110.0M USD,Seed/Series A,VC Fund,Switzerland,Switzerland,2026.0,Series C+,,,Active,Startupticker
Zurichbased,FINTECH,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
Zürichbased,B2B,,B2B,,2026.0,60.0M USD,,VC Fund,,Switzerland,2026.0,Series C+,,,Active,Startupticker
Österreichische,B2B,,B2B,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active,Startupticker
AI,AI/ML,,B2B,"AI, AR/VR",2025.0,10.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AI,AI/ML,,B2B,"AI, Robotics",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AICA,AI/ML,,B2B,"AI, Manufacturing",2025.0,,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
AICA,AI/ML,,B2B,"AI, Robotics, Manufacturing",2025.0,,Seed,Accelerator/Grant,,Switzerland,2025.0,Seed,,,Active,Venturekick
AIPowered,FINTECH,,B2B,"AI, SaaS, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIPowered,FINTECH,,B2B,"AI, SaaS, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIbased,E-COMMERCE,,B2B,"AI, Biotech, E-Commerce, Mobility",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIdriven,AI/ML,,B2B,"AI, Mobility, Robotics, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIdriven,AI/ML,,B2B,"AI, Mobility, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIdriven,CLEANTECH,,B2B,"AI, Biotech, Cleantech, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIdriven,AI/ML,,B2B,"AI, Biotech, Robotics, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIdriven,MOBILITY,,B2B,"AI, SaaS, Mobility, Manufacturing, Logistics",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AImonitored,HEALTHCARE,,B2B,"AI, SaaS, Biotech, Mobility, Healthtech, Robotics, AR/VR, Manufacturing, Logistics",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIpowered,HEALTHCARE,,B2B,"AI, SaaS, IoT, Mobility, Healthtech, Robotics, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIpowered,PROPTECH,,B2B,"AI, Robotics, PropTech, Manufacturing",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIpowered,CLEANTECH,,B2B,"AI, Cleantech, Cybersecurity",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
AIpowered,AI/ML,,B2B,AI,2025.0,6.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
ASTRA,HEALTHCARE,,B2B,"AI, Healthtech, AR/VR",2025.0,7.75M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Adiposs,AI/ML,,B2B,AI,2025.0,4.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Akina,HEALTHCARE,,B2B,"AI, IoT, Healthtech",2025.0,2.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Altiscreen,HEALTHCARE,,B2B,,2025.0,,,VC Fund,Venture Kick will be allocated mainly to sales,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Altiscreen,MOBILITY,,B2B,Mobility,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Anevo,PROPTECH,,B2B,"AI, Mobility, PropTech",2025.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Araris,HEALTHCARE,,B2B,"AI, Biotech, IoT, AR/VR",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Assaia,B2B,,B2B,,2025.0,26.6M USD,Seed/Series A,VC Fund,"Armira Growth, Assaia",Switzerland,2025.0,Series B,,,Active,Startupticker
Augmented,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Aukera,B2B,,B2B,,2025.0,4.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Startupticker
Autonomyo,B2B,,B2B,,2025.0,1.4M EUR,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Axy,AI/ML,,B2B,"AI, SaaS",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
AzureCell,MOBILITY,,B2B,"Biotech, Mobility, AR/VR, Cloud",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
BTRY,AI/ML,,B2B,"AI, Manufacturing",2025.0,5.7M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
