Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Name,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage
ZKB,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Startups,FINTECH,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Ten,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Advertima,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
GetYourGuide,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Babylat,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Von,FINTECH,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Terralayr,B2B,,,,2026.0,192.0M EUR,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active
Embotechs,INDUSTRIALS,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Growth,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Sustainable,B2B,,,,2026.0,4.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active
Recognition,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
MyBikePlan,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Copresence,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
First,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Santhera,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Diplotools,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
CHF,B2B,,,,2026.0,3.4M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active
Project,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Gründer,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
SayNode,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Stiftungen,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Aiving,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
FAB,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Executive,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Threema,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Johnson,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Swedish,B2B,,,,2026.0,28.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series B,,,Active
Preventive,HEALTHCARE,,,,2026.0,6.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active
Life,INDUSTRIALS,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Dank,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
FluoSphera,HEALTHCARE,,,,2026.0,1.15M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active
USD,B2B,,,,2026.0,2.15M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active
MedTech,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
CHF,HEALTHCARE,,,,2026.0,10.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series B,,,Active
TOFWERK,B2B,,,,2026.0,40.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active
Ready,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
IntelligencePlattform,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Pupsic,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Zugbased,B2B,,,,2026.0,8.5M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series A,,,Active
Significant,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Global,HEALTHCARE,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Strategische,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Erfolgreicher,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Techponics,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Switzerland,CONSUMER,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
ProfitPlus,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Thriving,B2B,,,,2026.0,1.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Seed,,,Active
Windward,B2B,,,,2026.0,700.0M USD,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active
First,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Startups,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Taskbase,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Verstärkung,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
InstaHeat,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
SpacePNT,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Tenity,B2B,,,,2026.0,120.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active
CHF,B2B,,,,2026.0,55.0M CHF,Seed/Series A,VC Fund,,Switzerland,2026.0,Series C+,,,Active
More,B2B,,,,2026.0,,,VC Fund,,Switzerland,2026.0,Early Stage,,,Active
Rise,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NEMIS,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DiNAQOR,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
YeastUp,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Major,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SCALE,B2B,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Matrix,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
LumRisk,FINTECH,,,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Regulatory,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Xlife,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Key,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Peelpack,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Liom,B2B,,,,2025.0,13.9M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Five,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
BackBone,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Enlightra,B2B,,,,2025.0,15.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Levitate,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Neural,B2B,,,,2025.0,100.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Bumpy,B2B,,,,2025.0,425.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Teil,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Executive,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FoRx,B2B,,,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Validation,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Augmented,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Von,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CCRAFT,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DayOne,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissUS,FINTECH,,,,2025.0,190.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FIF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Soverli,B2B,,,,2025.0,2.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Scriveo,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Los,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sicherheit,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ionic,B2B,,,,2025.0,2.1M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Altiscreen,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fresh,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Capital,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Mark,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
USD,HEALTHCARE,,,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Technologies,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Growing,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Biotechs,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Aukera,B2B,,,,2025.0,4.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Partnernetzwerk,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DigeHealth,HEALTHCARE,,,,2025.0,1.25M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
KEMARO,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
First,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Assaia,B2B,,,,2025.0,26.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Proptech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Promising,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
IMD,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EPFLs,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerland,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Executive,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Forbes,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Xlife,HEALTHCARE,,,,2025.0,450.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
USD,B2B,,,,2025.0,25.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
SensorX,B2B,,,,2025.0,0.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Pre-Seed,,,Active
HSG,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Neurimmune,FINTECH,,,,2025.0,780.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Energy,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissHealth,HEALTHCARE,,,,2025.0,100.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
SwimTech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EspeRare,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Healthcare,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Inaugural,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Four,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Oncobit,B2B,,,,2025.0,1.9M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Jaipur,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Cybersecurity,B2B,,,,2025.0,7.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Reshape,B2B,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Tailored,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Gravis,B2B,,,,2025.0,23.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Pacrim,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
MoleSense,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Italian,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swisspod,B2B,,,,2025.0,13.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Prozent,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Humbrela,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Xcert,B2B,,,,2025.0,1.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
DSR,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Schweizer,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fresh,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Spacetek,INDUSTRIALS,,,,2025.0,9.6M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Schwyzer,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Klimastiftung,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Propfy,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Financial,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Cerrion,B2B,,,,2025.0,18.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Key,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Digital,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Emerald,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SEFWomenAward,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ten,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Frisches,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GENILEM,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ETH,B2B,,,,2025.0,1.7M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Flexion,B2B,,,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
PureDEL,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Global,B2B,,,,2025.0,7.5M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Solarifych,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
LOXO,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Austrian,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sechs,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerland,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FinTechStartup,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
State,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sunflower,B2B,,,,2025.0,16.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Tasteomics,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DEXTER,HEALTHCARE,,,,2025.0,150.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
SmarterChains,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Albatross,B2B,,,,2025.0,9.7M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
University,B2B,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Acurast,B2B,,,,2025.0,11.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
FIF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Indivi,B2B,,,,2025.0,15.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Schweizer,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
InnoBooster,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GlioCART,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Seprify,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Forgis,B2B,,,,2025.0,4.5M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
CHF,B2B,,,,2025.0,172.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Kickstart,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
KIStartups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Wyss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Masaba,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
KI,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Virometix,B2B,,,,2025.0,15.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
CASUS,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swijin,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
French,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Autonomyo,HEALTHCARE,,,,2025.0,1.4M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
InSphero,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NNAISENSE,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FIT,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Delvitech,B2B,,,,2025.0,40.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Five,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Legaltech,B2B,,,,2025.0,4.5M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Newly,B2B,,,,2025.0,1.5M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Wellcome,B2B,,,,2025.0,14.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
AMINA,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Tausende,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
YQuantum,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AstraZeneca,B2B,,,,2025.0,300.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Aeon,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swisstech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Development,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Top,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Tech,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switchkine,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,6.3M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Positrigo,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
BTRY,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CDRLife,FINTECH,,,,2025.0,456.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Albert,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,28.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
USbased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerland,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NLS,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zürcher,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DeepJudge,B2B,,,,2025.0,41.2M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Tezos,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Business,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Erfolg,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FireDrone,B2B,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Obligate,B2B,,,,2025.0,3.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Mimic,B2B,,,,2025.0,16.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Thriving,B2B,,,,2025.0,4.3M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
CUE,B2B,,,,2025.0,10.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Luxembourg,B2B,,,,2025.0,1.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
MassChallenge,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Two,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
More,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Financial,FINTECH,,,,2025.0,91.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
WTR,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Von,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ETHSpinoff,B2B,,,,2025.0,3.5M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Spitäler,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Qala,B2B,,,,2025.0,2.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Finalists,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
MoleSense,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Major,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Bewy,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Verkaufsstart,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Partner,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Vista,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Capital,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FalconX,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zurichbased,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
BOXS,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
