Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
Climeworks,B2B,,,Climeworks powers up Mammoth: World’s largest direct air capture plant in Iceland,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Correntics,CLEANTECH,,,Correntics wins EUR 1.5 million Eurostars grant to revolutionize climate-risk management in the agri-food sector,2024.0,1.5M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Cotierra,CLEANTECH,,,Cotierra Secures USD 1 million in oversubscribed Pre-Seed Funding to decarbonize coffee farming,2024.0,1.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Cowa,B2B,,,Cowa Thermal Solutions secures CHF 1.9 million in second investment round,2024.0,1.9M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Cultivated,B2B,,,Cultivated Biosciences raises USD 5 million to accelerate the development of its microbial cream,2024.0,5.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
CustomSurg,B2B,,,CustomSurg secures Seed round investment for AI-guided trauma surgery,2024.0,,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
DAAV,MOBILITY,,,DAAV secures CHF 1 million in its first funding to transform services for individuals with reduced mobility,2024.0,1.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
DPhi,AEROSPACE,,,"DPhi Space receives CHF 150,000 Kick to democratize access to space",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Deep,B2B,,,Deep Tech Nation Switzerland Partners with Venture Kick to Support Swiss Leading Technologies,2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
DeepJudge,MOBILITY,,,DeepJudge secures USD 10.7M in oversubscribed Seed round to revolutionize legal search,2024.0,10.7M USD,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
DemoSquare,B2B,,,DemoSquare Secures CHF 1.2 million Pre-Seed funding to transform political monitoring with AI,2024.0,1.2M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
DemoSquare,B2B,,,"DemoSquare obtains the CHF 150,000 Kick to help businesses navigate the political landscape",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Distalmotion,B2B,,,Distalmotion secures fresh funding to accelerate commercial growth of Dexter Surgical Robot,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
EMPath,B2B,,,"EMPath obtains the CHF 150,000 Kick to boost radio frequency testing of wireless devices",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
EPFL,B2B,,,EPFL Spin-off SONIX secures CHF 850k Project for advancing AI audio communication,2024.0,850.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
ETH,B2B,,,ETH Zurich spin-off Enantios secures over CHF 1.8M in Seed funding to innovate complex molecule characterization,2024.0,1.8M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
ETH,B2B,,,"ETH Spin-off rrreefs raises CHF 420,000 to scale up global coral reef regeneration efforts",2024.0,420.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
ETH,MOBILITY,,,ETH spin-off Chiral Nano secures USD 3.8 million Pre-Seed Funding to drive nanomaterial-powered electronics revolution,2024.0,3.8M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
EVIIVE,HEALTHCARE,,,"EVIIVE gets CHF 150,000 from Venture Kick to develop precision diagnostics for immunotherapy treatment selection",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Seed,,,Active,Venturekick
Eightinks,B2B,,,Eightinks raises EUR 3 million Pre-Seed Financing to transform the energy landscape,2024.0,3.0M EUR,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Eldico,B2B,,,Eldico secures new funding to drive global expansion and enhance commercial operations,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Enerdrape,B2B,,,Enerdrape secures CHF 1.3 Million in Seed funding to advance geothermal panel technology,2024.0,1.3M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
EraCal,FINTECH,,,EraCal Therapeutics enters agreement with Novo Nordisk including milestones payment up to EUR 235 million,2024.0,235.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
FDA,B2B,,,FDA grants De Novo marketing authorization for the Distalmotion Dexter® Surgical Robot,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
FimmCyte,B2B,,,FimmCyte secures 1 million CHF investment for Non-Hormonal Endometriosis treatment,2024.0,1.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Flink,INDUSTRIALS,,,"Flink Robotics gets the CHF 150,000 Kick to power the next generation of industrial robots",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
FluoSpheras,MOBILITY,,,FluoSphera's revolutionary drug discovery project secures CHF 1.1 million grant from Innosuisse,2024.0,1.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Fondation,B2B,,,Fondation ALCEA supports Venture Kick to create startup jobs,2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
GraphEnergyTech,CLEANTECH,,,GraphEnergyTech secures CHF 1.1 million to to integrate graphene electrodes into solar cells,2024.0,1.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Grensol,B2B,,,"Grensol obtains the CHF 150,000 Kick to recover essential raw materials from recycling waste",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
HAYA,HEALTHCARE,,,HAYA Therapeutics secures USD 1 billion deal with Lilly to target obesity through RNA platform,2024.0,1.0B USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
Hemotune,B2B,,,Hemotune secures CHF 14 Million in Series B2 Funding to advance innovative blood purification technology,2024.0,14.0M CHF,Series B2,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
IMAI,B2B,,,"IMAI obtains the CHF 150,000 Kick to transform cancer diagnosis",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Ikerian,B2B,,,Ikerian Secures USD 8 Million in Series B funding to expand RetinAI discovery across Europe,2024.0,8.0M USD,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
Ikerian,HEALTHCARE,,,Ikerian secures USD 6.18 million Series A extension Financing to advance AI-driven healthcare solutions,2024.0,6.18M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
InSphero,B2B,,,InSphero secures an EU grant to advance diversity in 3D in vitro testing,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Insight,MOBILITY,,,dEEGtal Insight secures CHF 1M to revolutionize epilepsy diagnosis,2024.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
InterAx,HEALTHCARE,,,"InterAx Biotech's AI platform unlocks new drug designs for diabetes, obesity, and cancer",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Ionic,B2B,,,"Ionic Wind Technologies obtains the CHF 150,000 Kick to boost the air-cooling efficiency of electronics and data centers",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Isospec,HEALTHCARE,,,Isospec raises USD 1.9 Million to revolutionize human health through rapid diagnostics,2024.0,1.9M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
KITRO,AGTECH,,,KITRO secures funding to advance food waste reduction efforts,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Kickfund,MOBILITY,,,Kickfund Ventures fund I injects CHF 70 Million to elevate Swiss deeptech startups,2024.0,70.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
Kidemis,AGTECH,,,"Kidemis receives the CHF 150,000 Kick to disrupt aquafarming",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Lichtsteiner,HEALTHCARE,,,Lichtsteiner Foundation partners with Venture Kick to drive health innovation,2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Lighthouse,B2B,,,"Lighthouse Tech obtains the CHF 150,000 Kick to empower the blind and visually impaired to move safely",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Lightium,B2B,,,Lightium secures USD 7M to boost production of TFLN photonic chips for AI-driven data centers,2024.0,7.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Lightium,B2B,,,Lightium secures CHF 2.67 million grant from Innosuisse to accelerate photonic technology commercialization,2024.0,2.67M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Limula,INDUSTRIALS,,,Limula secures USD 6.8 million to revolutionize Cell and Gene Therapy manufacturing,2024.0,6.8M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Locatee,B2B,,,"Locatee acquired by Tango, creating industry's first holistic workplace analytics solution",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Logmind,B2B,,,Logmind secures seed financing to advance cloud-based log data analysis platform,2024.0,,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Luya,B2B,,,Luya Raises CHF 5 million to fuel EU expansion and achieve profitability,2024.0,5.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Lymphatica,HEALTHCARE,,,Lymphatica Medtech raises EUR 17.9M in Series B to advance Lymphedema treatment,2024.0,17.9M EUR,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
MeduSoil,B2B,,,MeduSoil secures 5.2 million CHF in total financing to propel international expansion,2024.0,5.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Microcaps,B2B,,,Microcaps Secures CHF 9.3 million in Series A Funding to expand production of ethanol-free Perfume Pearls,2024.0,9.3M CHF,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
NXI,HEALTHCARE,,,NXI Therapeutics raises CHF 3.5 million in Pre-Seed financing to innovate novel immunotherapies,2024.0,3.5M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Nanoleq,HEALTHCARE,,,Nanoleq acquired by Myant to advance preventive healthcare through smart textiles,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
NematX,INDUSTRIALS,,,NematX secures funds from POLYPLASTICS to boost industrial 3D printing of high-performance polymers,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Nerai,B2B,,,"Nerai Bio obtains the CHF 150,000 Kick to release the full potential of genome editing",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Neural,B2B,,,Neural Concept secures USD 27 million in Series B Funding to accelerate the global expansion of its 3D Deep Learning platform,2024.0,27.0M USD,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
Neuria,HEALTHCARE,,,"Neuria obtains the CHF 150,000 Kick to address overweight treatment with Neuroscience-Powered Digital Health Solution",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
NovoViz,B2B,,,"NovoViz receives CHF 150,000 Kick to enable cost-effective innovation in quantum imaging and machine vision research",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Nunuai,B2B,,,Nunu.ai raises USD 2M Pre-Seed Funding to innovate game testing with AI,2024.0,2.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
OBaris,B2B,,,"OBaris obtains the CHF 150,000 Kick to enable the painless delivery of injectable drugs",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
ONWARD,HEALTHCARE,,,ONWARD Medical secures EUR 50 million in upsized capital increase to fuel growth,2024.0,50.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
ONWARD,HEALTHCARE,,,ONWARD Medical raises EUR 20 Million for spinal cord injury products,2024.0,20.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
Octotronic,B2B,,,Octotronic and Visense merge to form Octotronic,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Odne,HEALTHCARE,,,Odne secures investment from Dental Innovation Alliance (DIA) to accelerate US launch of FDA-approved dental health solutions,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Oncobit,B2B,,,Oncobit secures CHF 1.47M in Pre-Series A Round to advance precision cancer solutions,2024.0,1.47M CHF,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Optiverse,B2B,,,"Optiverse receives the CHF 150,000 Kick to refine AI-driven meeting assistance",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Orio,HEALTHCARE,,,"Orio Therapeutics obtains the CHF 150,000 Kick to redefine regenerative medicine through protein engineering",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Oxara,B2B,,,Oxara secures Pre-Series A Funding for cement-free building project,2024.0,,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Pace,B2B,,,"Pace Locator obtains the CHF 150,000 Kick to improve the safety of cardiovascular disease treatment",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Perovskia,B2B,,,"Perovskia Solar raises USD 2.4M funding to enable customized solar-cells on every device, securing first global market clients",2024.0,2.4M USD,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
RTDT,B2B,,,"RTDT Laboratories receives the CHF 150,000 Kick to optimise wind turbine fleet operation",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Regenosca,B2B,,,Regenosca secures CHF 1M Pre-Seed funding to advance endoscopic delivery of innovative TissueSpan bio-implants,2024.0,1.0M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Rivia,HEALTHCARE,,,Rivia secures EUR 3M Seed funding to revolutionize drug trial analytics for Biotechs,2024.0,3.0M EUR,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Rrreefs,B2B,,,Rrreefs wins Innovate 4 Nature Award 2024,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Sallea,B2B,,,Sallea secures USD 2.6M Pre-Seed funding to accelerate 3D Scaffolds for cultivated meat,2024.0,2.6M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Scailyte,HEALTHCARE,,,Scailyte hits twin peaks: Extends Series A funding to USD 8 Million and transfers endometriosis diagnostic assets to Hera Biotech,2024.0,8.0M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Sensars,MOBILITY,,,Sensars secures EUR 1.1 million in funding to advance revolutionary neuromodulation technology,2024.0,1.1M EUR,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Sentinus,B2B,,,"Sentinus gets the CHF 150,000 Kick to optimize quality control in assembly processes",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Sevensense,MOBILITY,,,Sevensense gets acquired by ABB,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Shape,HEALTHCARE,,,"Shape Biopharmaceuticals gets the CHF 150,000 Kick to challenge conventional immunotherapy methods",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Similarweb,B2B,,,"42matters acquired by Similarweb, enhancing App Intelligence leadership",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Spectroplast,B2B,,,Spectroplast secures Series A Funding for silicone 3D printing technology,2024.0,,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Splint,B2B,,,Splint Invest exceeds crowdfunding target with CHF 2.5M in Pre-Funding Round,2024.0,2.5M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing neuron regeneration, waste-to-energy plants, physics-driven AI, and audit copilot for medical devices each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing a platform optimzing district heating and cooling networks, faster bacterial pathogen identification, global education access, and EVs charging wirelessly each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing greenhouse cultivation with direct air capture, solar-powered cooling solutions, AI-driven scientific analysis, and plant-based microbiome nutraceuticals each receive CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing seasonally stored renewables, next-gen blood pressure regulation, a platform for fashion content creation, innovative prosthetic sockets each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,,"Startups developing modular on-site wastewater treatment, an open-access foundry for photonic integrated circuits, safe gene delivery into the retina, a VR-based ADHD treatment, and non-invasive canccer detection each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing next-gen fusion power, an innovative shopping platform, AI-driven robots for industrial inspections, safer drugs for patients, wheelchairs with steering-by-leaning each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,FINTECH,,,"Startups developing a solution for the treatment of mitral regurgitation, a crypto accounting software, AI to improve the healthcare system,s treamlined literature review, and illumination for optogenetics each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing a software for epilepsy diagnosis, a platform to coordinate space traffic, single-protein sensors, and a sealant to detect digestive fluid leaks each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,,"Startups developing molecular intelligence for the chemical industry, a chip for AR glasses, a one click e-compliance for food manufacturers, phage therapies to fight antibiotic-resistance, and decarbonized regenerated glass fiber textiles each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing a device for the isolation of extracellular vesicles, a transformative technology for brain surgery, green H2 production with microengineering, a novel water management software, and a new approach to help stroke patients each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing a firefighting drone, a digital marketplace for healthcare replacements, datamanagement for logisitics, robotic manipulation AI models, and a probiotic drink each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing innovative biomolecular analysis, soft robot manipulators, topology optimization of patient-specific spinal fusion implants, luxury goods' digital passport, and therapeutic monoclonal antibody each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing an AI-chat interface for B2B Wholesaler, the next-gen smart drug-eluting coating, smart wind energy, expert ultrasound access, and automated, gentle organoid sorting each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing recycling with light-powered material recovery, next-gen photonic devices, real-time fracture monitoring, an adaptive power distribution solution, and direct-to-consumer health risk assessment each recevie CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing a 3D printed dental aligner, a gamified tech for unhealthy consumption behaviors, next-gen light analysis sensors, a 360-degree visible bike light system, and an app for early skin cancer detection each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups innovating for safe treatments for hemophilia, cholestasis and liver disease, full-stack mobile manipulation solutions, precision in dental implantology, and fully electric training and traveling airplane each receive CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing the google maps of the cell, sustainable treatment of industrial chemical waste, efficient airflow for industries, reusable radiosondes, acoustic product from textile waste each receive CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing a disruptive blood diagnostic solution, sensory skins for robots, video consumption with AI, a battery management technology, and advanced recycling solutions each win CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,,"Startups developing lung cancer screening; pharma Ingredients made from renewable feedstock, smart cameras for automated quality control, next-gen Immunotherapy, and an innovative hardware project collaboration platform each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,,"Startups developing an AI-assisted CRISPR protein engineering platform, nextgen gastroenterology, airbone environmental DNA analysis, a digital doctor for wind turbines, and a modern AR tool for industrial safety each get CHF 10,000",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Supertext,B2B,,,Supertext merges with Textshuttle to become an AI-powered language service giant,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,B2B,,,Venture Kick scales its support for Swiss startups,2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,AGTECH,,,"The most promising Swiss Foodtech startups and scale-ups of 2024, according to investors",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,B2B,,,Swiss Starturp Apheros raises CHF 1.6M to revolutionize data center cooling,2024.0,1.6M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Swiss,FINTECH,,,Swiss Fintech Kaspar& secures CHF 2.5 million Seed funding and partners with Avaloq,2024.0,2.5M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Swiss,MOBILITY,,,Swiss dental startup Odne secures USD 5.5 Million for US market launch of revolutionary root preservation technology,2024.0,5.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Synple,B2B,,,Synple Chem acquired by eMolecules,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Synthara,B2B,,,Synthara raises over USD 11M to expand the embedded computing market and enable AI applications,2024.0,11.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
TOP,B2B,,,"An unprecedented 66 alumni from Venture Kick clinched positions in the TOP 100 Swiss Startup Awards 2024 ranking, setting a new record",2024.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Tandem,HEALTHCARE,,,Tandem Therapeutics joins Wyss Zurich Translational Center to accelerate progress in fibrosis treatment,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
TranslationX,B2B,,,"Translation-X gets the CHF 150,000 Kick to tackle autism with precision medicine",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Tune,MOBILITY,,,Tune Insight secures EUR 1.8 million Eurostars grant for revolutionary pediatric cybersecurity project,2024.0,1.8M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
ValTech,B2B,,,"ValTech Lifesciences receives the CHF 150,000 Kick to bring the next-generation prosthetic heart valves to patients",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Venturelabs,B2B,,,Venturelab's alumni iniVation and SynSense join forces to form leading neuromorphic technology provider,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Viventis,MOBILITY,,,"Viventis Microscopy acquired by Leica Microsystems, poised to revolutionize life sciences imaging",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Voliro,B2B,,,Voliro raises USD 12M Series A to advance aerial robotics for industrial inspections,2024.0,12.0M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Volumina,HEALTHCARE,,,Volumina Medical secures USD 21 Million Funding to boost clinical advancements following successful first in human trial,2024.0,21.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
WasteFlow,B2B,,,"WasteFlow obtains the CHF 150,000 Kick to enhance recycling efficiency",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
WattAnyWhere,B2B,,,"WattAnyWhere secures CHF 2.2 million in Seed round, total funding nears CHF 5 million",2024.0,2.2M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
